id,[kolicina sestavina]
20309,[ <b>Bel biskvit; </b>; 3 jajca; 125 g sladkorja; 125 g moke; 3/4 pecilnega praška; "0;5 dl  "vode s <span class=""label-inline"">0;5 dl"; "0;5 dl  olja;  naribana lupinica 1 limone;  "<b><a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a> biskvit:</b>"; 6 beljakov; 150 g "mletih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>"; 75 g sladkorja v prahu; 1 žlica kakava v prahu;  <b>Vanilijeva krema:</b>; "0;5 l  mleka; 2 vanilijeva pudinga; 40 dag sladkorja; 150 g margarine; 85 g sladkorja v prahu; 1 rumenjak;  <b>Malinova krema:</b>; 6 dl soka odtečenega iz zmrznjenih malin/malinin sirup/malinin sok; 2 malinova pudinga; 6 žlic sladkorja; 3-4 žlice kisle smetane;  malinova marmelada za premaz; 500 g zmrznjenih ali svežih malin;  voda z razopljenim vanilijevim sladkorjem za navlažitev biskvita;  sveže maline za okras]
20310,[500 g "testenin (špageti; makaroni..)"; pest repkov kozic; 5 rakovih palčk; 2 konzervi tune;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; 3 dl mleka; 1 kisla smetana; 2 zrna česna; ščepec kurkume;  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  olje ali maslo]
20311,[ sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  moka; 2 telečja zrezka; 2 čebuli;  paket listnatega kvašenega testa; 150 ml rdečega vina; približno 50 ml vode; 2 korenčka ;  zelje (približno enaka količina kot korenčka);  "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; moka"]
20312,[500 g šampinjonov ali drugih gob; 2 žlici masla ; 4 dl mleka ;  "moka; mleko (za zgostitev) ";  "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; 1/2 jušne kocke;  paprika v prahu...]
20313,[ Masa;; 120 g masla; 20 dag  sladkorja v prahu; 5 žlic marelične marmelade; 2 žlici kakava v prahu; 3 žlice ruma; 460 g mletih keksov (Albert);  Krema;; 3 beljaki; 20 dag sladkorja v prahu ; 20 dag kokosove moke; --------------------- |keksi za podstavek]
20314,[2 srednje velika krompirja;  tri pesti čemaža;  "sol; <a href=""https://www2.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; pol "drobno sesekljanega korenčka; <a href=""https://www2.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a> (manjši koren) in <a href=""https://www2.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a> (ne več kot za čajno žličko)";  (jaz sem uporabila domačo vegeto);  limonin sok ali kis (nekaj kapljic);  popečene krušne kocke]
20315,[400 g testenin;  tri pesti čemaža; 1 srednje velika čebula;  olivno olje;  "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  jušna žlica drobno sesekljane jušne zelenjave;  (uporabljam domačo vegeto); 1 žlica belega vina]
20316,[2 jajci; "0;5 skodelice  sladkorja; pol "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja"; pol skodelice olja; "1;5 skodelice  moke; pol pecilnega praška; pol skodelice gazirane mineralne vode; 1-3 žlice kakava v prahu (ali čokolade); 1 žlica moke;  smetana po želji]
20317,[6 jajc; 6 jedilnih žlic sladkorja;  naribana lupina ene limete; 140 g "mletega <a href=""https://www.kulinarika.net/recepti/zacimbe/77/mak/"">maka</a>"; 1000 g mascarpone sira; 1 dl smetane za stepanje; 120 g sladkorja v prahu; 1 čajna žlica "ekstrakta <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilije</a>"; 1 želatina fix v prahu; 4 dl pomarančnega soka]
20318,[3 jedilne žlice chia semen; 3 dl "mleka (kravjega; <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljevega</a>; ovsenega; sojinega..)"; 1/2 manga; 1 čajna žlička "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja"]
20319,[6 večjih govejih zrezkov; 2 srednje veliki čebuli; 1 večji korenček; 1 "večji koren <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; 1 kos "<a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"; 1 manjši por;  "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; 1 žlica "<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorčice</a>";  mešanica začimb za zrezke;  sojina omaka;  olje]
20320,[6 žlic sladkorja; 20 dag masla; 25 dag ajdove moke; 10 dag mletih ovsenih kosmičev; 5 jajc;  limonina lupinica; ščep soli; 100 g drobno narezanih suhih brusnic ali katerega koli suhega sadja]
20321,[ surovo maslo za en oreh; 2 rumenjaka; 2 kosa zdrobljenega belega kruha ali dve drobljeni žemlji;  "drobno nasekljan <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zeleni</a> del pora"; strok česna;  sneg iz 2 beljakov;  krušne drobtine; žlica moke;  sol; 1 nastrgana vranica;  jušna kocka (po želji)]
20322,[1/2 glave cvetače; 1/2 brokolija; 1 korenček; 2 pesti graha; 2 pesti stročjega fižola; 2 jajci;  sezamovo olje;  sojina omaka;  ostrigina omaka;  "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
20323,[ <b>Osnovna masa za palačinke:</b>; "0;5 l  mleka; 24 dag moke; 2 jajci; ščepec soli;  <b>Nadev:</b>; 2 "<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banani</a>"; 2 žlici Nutelle oz. po želji; 20 g lešnikov ali orehov (nasekljanih); 200 g sira mascarpone ; 1 jajce; 1 žlica sladkorja v prahu in nekaj za posip na koncu]
20324,[800 g svinjskega vrata brez kosti; 360 g riža; 3 srednje veliki korenčki; 2 večji čebuli; 2 jušni žlici svinjske masti; 4 dl zelenjavne osnove ali čiste goveje juhe ali osnove ; 1 čajna žlica "črnega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a> v zrnu"; ščep posušenega timijana; ½ kavne žlice semen kumine; 1 majhen posušen čili; 1 lovorjev list;  sol; 2 dl suhega belega vina; 2 glavi česna; nekaj vejic svežega peteršiljevega listja]
20325,[2 zvitka lahkega listnatega testa; 14 piškotov (savoiardi); 800 g hrušk; pest svetlih rozin; 2 peščici na grobo sesekljanih oreščkov; 5 žlic sladkorja; 2 dl mleka; 1 jajce;  sok cele limone; malo limonine lupine]
20326,[20 dag dimljene šunke; 5 dag skute; 3 dag masla;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  svež rožmarin; 1 strok česna; 1 šalotka]
20327,[ jagnječje meso;  krompir;  korenček ;  čebula;  začimbe;  olivno olje]
20328,[ grški jogurt; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banana</a>"; 1 Albertov keks]
20329,[7-8 krompirjev (odvisno od števila oseb); 6 perutničk;  <b>Omaka:</b>; 2 dl sladke smetane; 3 žlice olja; 2 dl smetane za kuho; 3/4 masla; 2 dl mleka; 5 topljenih sirčkov; malo naribanega sira; 3 žlice gresa; 2 žlici "<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorčice</a>";  "začimbe (sol; vegeta; rožmarin in <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>)";  <b>Preliv:</b>; 4 jajca;  rožmarin ;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>";  vegeta; 2 dl sladke smetane; 1 žlica sladkorja]
20330,[ <b>Kvasec:</b>; 1/2 dl mleka; 3 dag kvasa; žlička sladkorja; žlica moke;  <b>Testo:</b>; 30 dag moke;  sol; "1;5 dl  mleka; 3 rumenjaki; 6 dag masla; žlica sladkorja; pest rozin;  <b>Posip:</b>;  sladkor v prahu]
20331,[2 dl mleka; 60 g rožičeve moke; nekaj zrnc soli;  noževa konica (ali po okusu) mletega feferona oz. čilija;  "noževa konica (ali po okusu) <a href=""https://www2.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; 1 čajna žlička kakava]
20332,[1 paket testenin (špageti); 4 konzerve tune; 1 kozarec paradižnikove mezge; 1 čebula;  začimbe]
20333,[5 jajc; 300 g bele moke;  sladkor;  sol;  olje za pečenje; 200 g čokolade ali Nutelle]
20334,[200 g ajdove kaše; 200 g gob; 2-3 rogate paprike; 5-6 kosov bresaole ali pršuta; 2 čebuli; 3 stroki česna; 2 dl kisle smetane;  sol;  "beli <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
20337,[500 g namenske moke za kruh; 2 rumenjaka; "2;5 dl  mleka; 7 dag masla; 4 dag sladkorja; 2 dag kvasa; 1 beljak za mazanje;  pomarančna lupina;  sol; pol žlice ruma;  Nutella]
20338,[2 žlici olivnega olja; 1 čebula; 400 g pečenic ali druge klobase; 1 korenček; "0; 5 dl  paradižnikove mezge; 4 dl jušne osnove; 600 g testenin; 5 dag masla; 5 dag moke; 5 dl toplega mleka; 12 dag naribanega edamca;  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  muškatni orešček]
20339,[ <b>Fantastični biskvit:</b>; 3 jajca; 60 g moke; 70 g sladkorja v prahu; 6 zdrobljenih ameriških piškotov; 3 žlice mleka;  <b>Fenomenalna Nutellina krema sestoji iz:</b>; 4 zvrhanih žlic Nutelle; 500 g mascarponeja; 250 ml sladke smetane; 8 zdrobljenih ameriških piškotov;  <b>V božansko kremo z belo čokolado spada:</b>; 100 g bele čokolade; 300 ml sladke smetane; 3 lističi želatine;  "<b>Sestavine; potrebne za nenadkriljivo dekoracijo:</b>";  podolgovati piškoti; 7-8 keksov petit beurre]
20340,[250 g listnatega testa;  <b>Paljeno testo:</b>; 40 ml vode; 40 g moke; 40 g masla; ščepec soli; 1 jajce;  <b>Vanilijeva krema:</b>; 400 ml mleka; 80 g sladkorja; 3 rumenjaki; 40 g moke; 30 g sladkorja; 1 "zavitek <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja"; 2 beljaka; 3 listi želatine;  limonina lupina;  <b>Smetanova krema:</b>; 200 ml sladke smetane; 50 g sladkorja v prahu; 2 lista želatine;  <b>Čokoladna krema:</b>; 100 g jedilne čokolade; 250 ml sladke smetane]
20341,[5 jajc; 200 g sladkorja; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 5 žlic mlačne vode; 200 g moke (tip 500); 1 pecilni prašek]
20342,[ <b>Mokre sestavine:</b>; 3 "<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banane</a>"; 1 jajce; 6 žlic olja;  <b>Suhe sestavine:</b>; "1;5  skodelice* moke; 1 skodelica sladkorja; 1/2 žlice pecilnega praška; 1/2 do 1 žlica sode bikarbone; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor";  "*skodelica je približno <span class=""label-inline"">2 dl"; pest zrezanih orehov (po želji);  maslo in drobtine za pekač;  <b>Za okras:</b>;  mandljevi lističi;  orehi;  kristalni sladkor]
20343,[ <b>Biskvit:</b>; 1 paket Savoiardi piškotov (baby);  mleko ali voda za vlaženje;  <b>Krema:</b>; 2 veliki jabolki; 200 ml smetane za stepanje (mlečna) ;  mleko;  voda; 3-4 jedilne žlice sladkorja oz. sladilo po želji; 1-2 lista želatine (PO ŽELJI); 2 "paketa <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> pudinga v prahu";  <b>Dekoracija:</b>; 200 - 300 ml smetane za stepanje;  kakav v prahu (po želji)]
20344,[ <b>Biskvit:</b>; 5 jajc; 5 žlic vode; 200 g sladkorja; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 1 pecilni prašek; 200 g moke ;  <b>Puding:</b>; 2 pudinga (najboljši je jagodni); 8 dl mleka; 4 žlice sladkorja]
20345,[200 g pirine moke; 2 jajci; 1 - 2 dl mineralne vode; 3 dl "mleka (kravje; ovseno; mandljevo; riževo)"; 3 žlice olja ali staljene kokosove maščobe; 2 ščepca soli;  sir v lističih]
20346,[ <b>Krhko testo:</b>; 7 dag moke; 10 žlic margarine ali masti; 6 žlic sladkorja; 1 zavitek pecilnega praška; približno "<span class=""label-inline"">5 žlic"; 2 rumenjaka;  maščoba za pekač;  sladkor za posip;  <b>Nadev; </b>; 50 dag skute;  sneg iz dveh beljakov; 2 žlici moke; 7 žlic sladkorja; 1 "zavitek <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja"]
20347,[2 srednje veliki bučki; 1 mlada čebula; 1 jajce;  "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; 2 "+ <span class=""label-inline"">1"; 1 jž kaper; 6 črnih oliv;  olivno olje; 3-5 češnjevih paradižnikov]
20348,[1/2 piščančjega fileja;  grah; 2 žlici majoneze; 2 zvrhani žlici kisle smetane; 1 dl sladke smetane ;  "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  jušna osnova ;  kuskus;  maslo]
20349,[12 sredje velikih krompirjev (pribl. 2/os.); 3 pare hrenovk; 2 žlici "delikatesnega <a href=""https://www.kulinarika.net/recepti/zacimbe/44/hren/"">hrena</a> (ARGO ali katera druga znamka)";  sol]
20350,[250 g riža (kuhanega); 1 čebula; 1/2 paprike; 3 kisle kumarice; 6 češnjevih paradižnikov; 1 zvrhana žlica kisle smetane; 1 pločevinka tune;  "par listov <a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilike</a>";  "par listov <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>";  "sok <span class=""label-inline"">1/2";  "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
20351,[7 beljakov; 20 dag sladkorja v prahu; 15 dag moke; 1/2 pecilnega praška; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 7 dag mletih orehov ali lešnikov; 13 dag stopljenega masla; 2 žlici čokolade v prahu]
20352,[25 dag špargljev; 12 dag makaronov (penne rigate ali drugi po želji); 2 jajci; "1;5 dl  kisle smetane; 2 dl mleka;  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  maščoba za pekač;  muškatni orešček; 5 dag trdega sira (parmezan)]
20355,[1 "cel piščančji file; narezan na koščke";  cca. 25 dag slanine;  "cca. <span class=""label-inline"">25 dag"; 3 jedilne žlice gladke moke; 3 jedilne žlice kisle smetane; 3 jajca;  "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; vegeta"]
20356,[ <b>Testo:</b>; 200 g masla; 150 g ovsenih kosmičev; 100 g ajdove moke (ali po želji); 50 g sladkorja;  <b>Čokoladna polivka:</b>; 50 g masla; 200 g jedilne čokolade; 50 g sladke smetane; 2 vrečki "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja";  <b>Arašidova krema:</b>; 100 g arašidovega masla; 100 g sladke smetane; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor";  <b>Dodatno:</b>;  arašidi ali drugi oreščki po želji]
20357,[6 rezin slanine; 5 srednje velikih krompirjev;  "cca. <span class=""label-inline"">20";  kisla smetana;  timijan;  "<a href=""https://www2.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>";  olivno olje;  sol;  jušna osnova (ni nujno potrebna)]
20358,[ vlečeno testo; 2 kg jabolk; "0;5 kg  skute; "0;5 kg  kisle smetane;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a> (po okusu)";  sladkor (po okusu); 1 kg "<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banan</a>"]
20359,[ <b>Za čokoladni puding:</b>; "0;5 l  čokoladnega mleka; 1 čokoladni puding; 3 žlice sladkorja; 100 ml sladke smetane;  <b>Za jagodni puding:</b>; 300 ml jagodnega soka (najbolje Fructal); 200 ml mleka; 1 jagodni puding; 3 žlice sladkorja; 100 ml sladke smetane;  "<b>Za <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> puding:</b>"; "0;5 l  "alpskega <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> mleka"; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> puding"; 3 žlice sladkorja; 100 ml sladke smetane;  smetana v spreju;  kandirane češnje]
20360,[2 večji konzervi tune; 2-3 pesti ovsenih kosmičev; 2-3 dl vode (po občutku lahko vodo še dodate); 1 žlička čemaža; 1 manjša čebula; 2 stroka česna; 1-2 jajci (odvisno od velikosti) ;  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
20361,[2 jajci; 4 jogurtovi lončki moke (tip 500); 3 jogurtovi lončki mleka; 1/2 jogurtovega lončka Radenske; 5 žlic sladkorja; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 1 pecilni prašek]
20363,[300 g "gladke pšenične moke in <span class=""label-inline"">200 g"; 325 ml mlačne vode; čajna žlička soli;  zavitek suhega ali svežega kvasa; dve veliki žlici olivnega olja; velika žlica rjavega sladkorja]
20364,[ toast ali navaden bel kruh;  "dimljeno (zorjeno) stegno; ali prekajen pršut (suh)";  "sir; npr. Edamec ali Gauda ";  pizza začimbe;  "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  česen v prahu;  mezga ali kečap; pol čajne žličke sladkorja;  olivno olje]
20365,[15 l vode;  zelišča;  "na <span class=""label-inline"">600 ml";  "na <span class=""label-inline"">600 ml"]
20366,[1 l "jušne osnove (ali <span class=""label-inline"">2"; 3 pesti čemaževih listov; 4 lističi toast sira ; 100 g sira z belo plesnijo; 3 žlice smetane;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; sol ";  kumina]
20367,[1 kg fižola češnjevca ; 3 lovorjevi listi; "1;3 kg  čebule; 250 g masla; 350 g prekajenih reber; 5 malih korenčkov; "0;5 l  domače paradižnikove kaše ;  feferon/tabasco;  "cel <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
20368,[2 dl mleka ; 60 g zmehčane margarine; 200 g sladkorja; 2 vaniljeva sladkorja; 2 jajci; 300 g moke; 25 g kakava v prahu; 1 pecilni prašek; ščepec soli; 100 g temne čokolade s čilijem; 100 g temne čokolade; 100 g bele čokolade]
20369,[15 dag bele moke; 15 dag pirine moke; 15 dag polnozrnate pirine ali bele moke; 25 dag masla ali margarine; 20 dag sladkorja; 2 vanilijeva sladkorja; 1 mala žlička soli; 3 jajca; 50 dag skute; 1 dl  kisle smetane; 2 zavitka suhega kvasa ;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a>; mleti <a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinčki</a> po okusu; ingver";  "v rumu namočene rozine; kakšna pest"]
20370,[300 g "žitnih kosmičev (ovseni; pirini; pšenični; ajdovi)"; 1 čebula; 1 korenček; 2 jajci;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>";  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  drobtine;  olje]
20371,[25 dag pirine moke ; "1 5 dag ";rjavega sladkorja; 3 rumenjaki; 20 dag masla; 15 dag zmletih olupljenih mandeljnov; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 1 žlička pecilnega praška; 1/2 žličke sode bikarbone; 1/2 žličke bio limonine lupinice; 1/2 žličke "mletega <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; 3 rumenjaki; 1 dl sladke smetane; 2 dl mleka; 1 mala žlička arašidovega masla]
20372,[1 skodelica rumene soje v zrnju; 2 čebuli; 1/2 pora;  šop špargljev (300 g);  sol; 2 jž olivnega olja ali 2 jž kokosove maščobe; 1 jž zmlete kumine; 1 jž sladke paprike;  muškatni orešček po okusu;  kurkuma po okusu]
20373,[ baguetta;  hrenovka; 3 žlice paradižnikove omake za pizzo; 3 žlice naribanega sira; žlička masla]
20374,[3 jajca; 2 dl mleka; 2 dl vode; 400 - 500 g moke; 10 <b> g zelišč:</b>; - "<a href=""https://www.kulinarika.net/recepti/zacimbe/81/melisa/"">melisa</a>"; - koromač; - drobnjak; - mlada čebula; - "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>";  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> (po okusu)";  olje za cvrenje]
20375,[ <b>Za testo:</b>; 300 g moke; 1 jajce; 20 g kvasa; 3 cl olja; "1;5 dl  vode (po potrebi več);  <b>Za nadev:</b>; 300 g špinače; 70 g čemaža; 100 - 150 g gorgonzole; 70 g kuhanega pršuta ali kraške pancete; 1 majhen por; 2 žlici oljčnega olja;  "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  jajce za premaz]
20376,[20 dag ješprenja; 50 dag  kislega zelja; 50 dag krompirja; 30 dag prekajenega svinjskega mesa ; strok česna;  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> ";  lovorjev list]
20378,[2 večja krompirja; 1 romaneska; 1 por; 30 g masla; "1;5 l  jušne osnove;  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
20379,[10 dag limoninega sladkorja; 15 dag moke; 1 pecilni prašek; 1/2 žličke sode bikarbone; 10 dag orehov; 1 žlička arašidovega masla; 7 dag margarine Latta; 7 dag ovsenih kosmičev ; 2 žlički kakavovega prahu; 1 rebrce naribane jedilne čokolade; 1/2 žličke "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>";  "noževa konica mletih <a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinčkov</a>"; ščepec ingverja; nekaj kapljic rumovega ekstrakta; 5 dag suhega sadja; pest rdečih rozin; 1 dcl kave iz ekstrakta ali prave črne kave]
20380,[5 "zvrhano polnih jušnih žlic polnozrnatih ovsenih kosmičev; kar je približno ½ skodelice (<span class=""label-inline"">1"; 2 jušni žlici rozin; "2;5 dl  mleka; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banana</a>"; ščepec soli; 1 pest orehovih jedrc; 1 jušna žlica tekočega medu]
20381,[30 dag moke; 20 dag sladkorja; 1 dl olja; "1;25 dl  mleka; dve žlici kakava; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 1 pecilni prašek; 3 jajca ;  rum ;  limonina lupinica]
20382,[2 "<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banani</a>"; nekaj vode;  po želji kakav in maline/borovnice]
20384,[ x listnato testo; 6 jabolk;  marelična marmelada;  sok ene limone;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a>";  sladkor; malo ruma]
20385,[ en večji ali dva manjša kareja brez kosti;  pet listov žajblja; dve vejici rožmarina;  pet strokov česna; 1 žlica masla; malo olivnega olja;  "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; "0;5 dl  belega vina; 1 dl jušne osnove]
20386,[ <b>Testo:</b>; 3 jajca; 15 žlic sladkorja; 15 žlic pšeničnega zdroba; 15 žlic mletih orehov; 3 velika naribana jabolka; 3 žlice marmelade (vseeno katere); 1 žlica pecilnega praška;  <b>Preliv:</b>; 200 g jedilne čokolade; 100 g čokolade z lešniki; 2 žlici olja; 30 g masla; 1 žlica mleka]
20387,[300 g jedilne čokolade; 250 g masla; 200 g rjavega sladkorja; 1 ščepec soli; 4 velika jajca; 140 g gladke moke; 50 g kakava v prahu; 200 g svežih ali zamrznjenih malin]
20388,[2 dl (kozarec) instant pšeničnega zdroba; 2 dl instant koruznega zdroba; 2 dl  instant ajdovih žgancev;  sol po okusu]
20389,[200 g špagetov (polnozrnati);  olivno olje;  "cca. <span class=""label-inline"">6";  "cca. <span class=""label-inline"">4-5"; 2 jž vloženih kaper; 250 g češnjevih paradižnikov (razpolovljenih);  "<a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a> (sveža)";  "cca. <span class=""label-inline"">2";  "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  čili (sušen); 2-3 jž masla; 2-3 jž paradižnikove omake;  parmezan]
20390,[600 g svežih sardel; 150 g koruzne moke; 150 g navadne moke; 2 "jž kajenskega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"; 2 jž rdeče paprike (v prahu); 2-3 jž soli;  "cca. <span class=""label-inline"">0;5 l"]
20391,[ <b>Testo:</b>; 30 dag pirine moke; 20 dag masla; 10 dag sladkorja; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 1 pecilni prašek; ščepec soli; žlica ruma;  <b>Nadev:</b>; 500 g sira Mascarpone; 500 g polmastne skute; velika žlica kisle smetane; ščepec soli; 4 žlice sladkorja; 4 "male žličke <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> ekstrakta"; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 2 jajci]
20392,[1 srednje velika čebula; "0;5 kg  mletega mesa; 1 strok česna; 5 dl paradižnikove omake;  "zeliščna sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  <b>Bešamel:</b>; 60 g masla; 55 g moke; "2;5 dl  mleka; 2 žlici kisle smetane;  "muškatni orešček; sol";  sir;  listi za lazanjo]
20393,[60 g masla; 55 g moke; "2;5 dl  mleka; 2 žlici kisle smetane;  "muškatni orešček; sol"]
20394,[200 g rjavega sladkorja; "0;6 dl  vroče vode; 150 g mleka v prahu; 60 g kakava v prahu (pravega);  četrt zavitka masla ; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor";  po želji oreščki ali suho sadje]
20395,[ <b>Testo:</b>; 500 g moke; 2 žlički soli; 90 ml olja; 200 ml tople vode; 1 vrečka suhega kvasa;  <b>Nadev:</b>; 300 g pizza šunke; 200 g sira;  paradižnikova mezga;  jajce ;  paprika;  origano;  <b>Premaz:</b>; 1 jajce]
20396,[ <b>Za kvasni nastavek:</b>; 1 zavitek svežega kvasa; 2-3 žličke sladkorja; 1 žlička soli; malo vode;  <b>Še; </b>; "0;5 dl  tople vode; 2-3 žlice kisa; 2-3 žlice olja;  moka (približno 1 kg)]
20397,[1 skodelica kuhane ajdove kaše; pol skodelice pora; žlica limonovega soka;  sol po okusu;  bučno olje]
