id, [kolicina; sestavina]
342, [; <b>Testo (za mali pekaè):</b>; 5; beljakov; 20 dag; sladkorja; 15 dag; ostre moke; 10 dag; kokosove moke; 1 dcl; vode; 1/4; pecilnega praška; ; <b>Krema:</b>; 2 vreèki; vanili pudinga; 1/2 l; mleka; "2;5 dcl ; rastlinske smetane; ; sladkor v prahu po potrebi(ni nujno); malo; ruma; ; <b>Posip:</b>; 10 dag; kokosove moke ]
343, [65 g; margarine; 125 g; sladkorja; 2; jajci; 340 g; jogurta; 110 g; kokosove moke; 310 g; moke; 3 žlièke; pecilnega praška; ; olupljeni mandlji]
344, [1; jogurt; 4; jajca; 5 žlic; sladkorja; 5 žlic; olja; 1; vanilin; 1/2; pecilnega praška; 12 žlic; moke; 1/2 kg; marelic ali èešenj ]
345, [vreèka; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> pudinga"; 2; jabolki; 2; hruški; ; sladkor; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a>"; ; stepena sladka smetana; ; voda]
346, [1 kg; korenja; 5 dl; mleka ali vode; 1; skodela sladkorja; šèepec; žafrana; 4 žlice; kuhanega masla; 2; "skodeli olupljenih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>"; šèepec; muškatnega orešèka]
347, [30 dag; instant polente; "2;5 dl ; mleka; 5 dag; sladkorja; 5 dag; margarine; 1 žlièka; soli; 10 dag; rozin; 30 dag; jabolk; 10 dag; sladkorja]
348, ["0;5 ; krompirja; 20 dag; masla; 30 dag; sladkorja; ; cca 3 žlice ruma; 25 dag; mletih orehov; ; naribana jedilna èokolada; 1; smetana]
349, ["12;5 dag ; margarine; "12;5 dag ; sladkorja v prahu; "11;5 dag ; moke; 4; jajca; 1/4; pecilnega; 1; vanili sladkor; 3 žlice; ruma; "6;5 dag ; èokolade na drobno narezane; "6;5 dag ; orehov na drobno narezanih; "6;5 dag ; rozin]
350, [4; rumenjaki; 25 dag; moke; 1; celo jajce; 2 žlici; ruma; 1 žlica; mleka; 1 vreèka; vanili sladkorja; ; šcepec soli]
351, [60 g; kandiranih pomaranènih lupin (oranžat); 40 g; "mletih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>"; 200 g; grenke èokolade; 1; svež rumenjak; 1 žlièka; sladke smetane]
352, [1 kg; hruha ali prepeèenca; 1 kg; grobo naribanih soènih jabolk; 10-15 dag; sladkorja; 10 dag; masla; 1 l; mleka; 3; jajca; 1 dl; sladke smetane; malo; ruma]
353, [; <b>Testo:</b>; 500 g; gladke bele moke; 40 g; kvasa; 2; šèepa soli; 1; veèje jajce; 1; jedilna žlica sladkorja; 6; jedilnih žlic olja; približno; "<span class=""label-inline"">2 dl"; ; <b>. nadev:</b>; 100 g; mletih orehov; 1; lonèek kisle smetane; 50 g; sladkorja; ; <b>. nadev:</b>; 500 g; skute; 2; lonèka kisle smetane; 1; jajce; 1; zavitek vanilin sladkorja; 70 g; sladkorja v kristalu]
354, [2 l; vode; 2 vreèki; planinskega èaja; 2 vreèki; breskovega èaja; 2 vreèki; èaja divjih èešenj; 1; vreèko odvajalnega èaja; 1; vreèko èaja za ledvica; šèepec; žajbla; 8; zvrhanih žlic sladkorja ; 2 žlici; medu ]
355, [125 g; masla; 220 g; sladkorja; 2; jajci; 1; vanilin sladkor; šèep; soli; 175 g; èokolade; 120 g; moke; 150 g; narezanih lešnikov; 3; jedilne žlice ruma; ; lešnikova glazura ]
356, [1 dl; omehèanega masla; 1dl; sladkorja; ; naribana lupina ene limone; 2 žlici; mleka; 2; jajci; 3 žlice; soka limone; 1; skodela moke; 1 žlièka; pecilnega praška; šèepec; soli; 2 žlici; drobno narezanih lešnikov; 1 žlica; sladkorja; malo; muškatnega orešèka]
358, [; "Kolièine za <span class=""label-inline"">8"; ; <b>Testo: </b>; 15 dag; margarine; 20 dag; sladkorja; 3; jajca; 40 dag; moke; 20 dag; "mletega <a href=""https://www.kulinarika.net/recepti/zacimbe/77/mak/"">maka</a>"; 1; in pol zavitka pecilnega praška; 5 dl; mleka; ; <b>Preliv:</b>; 25 dag; suhih sliv; 3-4 dl; vina; ; sladkor po potrebi; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a>"]
359, [25 dag; popeèenih mandeljev; ; o dag sladkorja; l žlica; limoninega soka; l; zžlica medu; l žlica; narezanih pinjol]
360, [30 dag; marelic; 1; lonèek sladke smetane; 1; "zavitek <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja"; 5 dag; sladkorja]
361, [40 g; orehov; 30 g; sesekljanih pistacij; 400 g; marcipana; 200 g; sladkorja v prahu; 30 g; sesekljanih kandiranih pomaranènih lupin; 2; jedilni žlici pomaranènega likerja; 40 g; košèkov èokolade; 2; jedilni žlici konjaka]
362, [6; jajc; 9 žlic; sladkorja + vanili sladkor(po želji); 9 žlic; olja; 9 žlic; moke + 1 zavitek pecilnega praška; 9 žlic; mleka; 1 žlica; kakava ali kave]
363, [4; beljaki; 15 dkg; sladkorja v prahu; 15 dkg; mletih orehov; 7 dkg; moke ; 15 dkg; masla; ; Ostale sestavine najdeš pri samem postopku.]
364, [; <b>TESTO:</b>; 8; jajc; 8 žlic; sladkorja; 4 žlice; medu; 12 žlic; moke; 1 žlica; pecilnega praška; pol; "žlicke <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; ; <b>NADEV:</b>; 15 dag; masla; 15 dag; sladkorne moke; 15 dag; zmletih orehov ali lešnikov; malo; soka limone ali pomaranèe]
365, [25 dag; moke; 20 dag; sladkorja; 2; jajci; 2 žlici; medu; 2; "noževi konici <a href=""https://www2.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; 2; "noževi konici mletih <a href=""https://www2.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinèkov</a>"; 2 žlièki; pecilnega praška; 10 dag; mletih orehov; 10 dag; masla ali margarine]
366, [; <b>TESTO:</b>; 25g; "margarine; <span class=""label-inline"">75g"; ; <b>NADEV - MINCEMEAT:</b>; 240g; "rozin; <span class=""label-inline"">100g"]
367, [3/4; margarine; 4; rumenjaki; 15dkg; sladkorja; 2dcl; mleka; ; rum ; 17dkg; presejane moke; 1; vanilin sladkor; 1; pecilni prašek; 4 žlice; èokolade v prahu; 1/2dcl; mleka; ; marmelada; 4; beljaki; 15dkg; sladkorja; 10dkg; èokolade v prahu; 2-3 žlice; olja ]
368, [; <b>Za 4 do 6 oseb potrebujete:</b>; 5; "skodelic <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> ali kakšnega drugega sladoleda"; 4; stepena jajca; 25 g; moke; 1/2 žlièke; pecilnega praška; ; olje za cvrenje]
369, [; "Recept smo vzeli iz knjige Slovenska kuharica avtorice Felicite Kalinšek; katero je izdala Cankarjeva založba iz Ljubljane. V knjigi boste našli še ogromno receptov za pripravo izvrstnih jedi; ki bodo zadovoljile razliène okuse."; 1/4 l; mlaènega mleka; 22 dag; moke; pol žlièke; soli; žlica; sladkorja; 3; rumenjaki; ; sneg treh beljakov; 6; "do 12 <a href=""https://www.kulinarika.net/recepti/zacimbe/11/bezeg/"">bezgovih</a> cvetov"; ; mašèoba za cvrenje]
370, [25 dag; keksov petit beurre; 10 dag; zmletih orehov; 10 dag; sladkorja; 13 dag; masla; 10 dag; narezanih bonbonov iz želeja; 1 dl; kašastega soka (npr. marelic); 1; jajce]
371, [; <b>TESTO:</b>; 50 dag; moke; 8 dag; sladkorja; 20 dag; margarine; 1; jajce; 2; pecilna praška; 1 dcl; mleka; ; NADEV; 25 dag; mletih orehov; 20 dag; sladkorja; ; marmelada ; ; GLAZURA; 12 dag; jedilne èokolade; 10 dag; margarine]
373, [25 dag; masla; 35 dag; moke; 10 dag; sladkorja; 10 dag; zmletih orehov; 1; jajce]
374, [8; jajc; 24 dag; sladkorja ; 24 dag; moke ; 10 dag; zmletih orehov ; 1 žlièka; kakava ; 3 dl; hladne sladke kave; ; Èokoladna krema; 35 dag; masla; 18 dag; sladkorja; 2; zravnani žlici kakava ; 1; jajce; 6 žlic; mleka; 2 žlici; ruma; ; Èokoladni obliv; 30 dag; sladkorja v prahu; 1 žlica; kakava ; 1; beljak; 5; do 7 žlic vrele vode]
375, [30dag; sladkorja v prahu; 2; "zavitka <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja"; 9; jajc; 15 dag; mletih orehov in nekaj celih jedrc za dekoracijo; 14 dag; temne èokolade; 15 dag; surovega masla]
376, [; <b>Testo: </b>; 30 dag; moke; 4; rumenjaki; 15 dag; margarine; 3 žlice; mleka; 3 dag; sladkorja; 1 dag; kvasa; ; <b>Nadev: </b>; ; "sneg <span class=""label-inline"">4"; 24 dag; orehov; 30 dag; sladkorja]
377, [2; "veèji <a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banani</a>"; 2 žlici; rjavega sladkorja; pol žlièke; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a> v prahu"; 1 žlica; masla; 3 žlice; ruma; nekaj; sladke smetane ali sladoleda]
378, [; Testo; 3 dag; kvasa; 4 žlice; mlaènega mleka; 2 žlièki; sladkorja; 2 žlici; moke; ; "To damo v loncek potresemo z moko in poèakamo; da nam kvas vzhaja."; 1 liter; presejane moke; 3 dl; mlaènega mleka; 3; "do <span class=""label-inline"">4"; malo; limonine lupinice; 1; žlico ruma; 2 žlici; stopljenega masla ali smetane; 6 dag; sladkorja; 1; vanilij sladkor; ; šcepec soli; ; <b>Nadev:</b>; 30 dag; skute; 20 dag; sladkorja; malo; ruma; ; "beljaki; ki so ostali od testa"; 2; šopka pehtrana narezana ne drobno; nekaj; kruhovih drobtin po potrebi; 3 žlice; masla ; žlica; medu]
379, ["1;5 ; skodele moke; 1; pecilni prašek; "0;5 žlièke ; muškatnega oreha; "0;5 ; skodele masla; 1; skodela sladkorja; 3; jajca; 6 žlic; višnjevega ali kakšnega drugega aromatiènega likerja; nekaj; naribane limonine lupine]
380, [9 žlic; moke; 9 žlic; mleka; 9 žlic; olja; 9 žlic; sladkorja; 4 žlice; kakava ali èokolade v prahu 1pecilni prašek; 1; vanilin sladkor; 3; jajca; ; Za preliv; 3 dl; mleka; 6 žlic; sladkorja; 7 žlic; ruma; 2; "pudinga(najboljši je <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a>)"; 3/4 l; mleka ; 1; in pol sladke smetane ]
381, [; <b>Za testo:</b>; 375 g; moke; 125 g; sladkorja; šèep; soli; 1; jajce ali 2 rumenjaka; 200 g; masla; ; Testo naj vsaj 2 uri poèiva v hladilniku.; ; <b>Za nedev:</b>; 20 dkg; "mletega <a href=""https://www.kulinarika.net/recepti/zacimbe/77/mak/"">maka</a>"; 15 dkg; marcipana; 10 dkg; rozin; 5 dkg; sladkorja; 2; jedilni žlici ruma; 1; strt prepeèenec; 1 èajna žlièka; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; ; "sneg <span class=""label-inline"">2"; ; <b>Za glazuro:</b>; 200 g; mletega sladkorja; ; limonin sok]
383, [80 dag; sladkorja; 2 dcl; vode ; 30 g; želatine ; 1 dcl; vode ; ; bananin ekstrakt ; 10 dag; jedilne èokolade; 5 dag; margarine ali olja ; ; oblate (napolitanke) ]
384, [3 kg; pomaranè; 3 kg; sladkorja; 1 kg; jabolk; 1; limona]
385, [; jajca; 2; skodeli sladkorja; 1; skodela mleka; 1 ; skodela olja; 6 žlic; moke ]
386, [; <b>Sestavine za testo:</b>; 30 dag; moke; ; sol; ; ".<span class=""label-inline"">5 dl"; 2 žlici; olja; ; <b>Makov nadev:</b>; 20 dag; "<a href=""https://www.kulinarika.net/recepti/zacimbe/77/mak/"">maka</a>"; 10 dag; sladkorja; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a> po okusu"; 1 dl; vroèega mleka; ; <b>Skutin nadev:</b>; 50 dag; skute; 1; jajce; 1 dl; kisle smetane; 2 žlici; v rumu namoèenih rozin; malo; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilije</a>"; 15 dag; sladkorja; ; <b>Orehov nadev :</b>; 25 dag; zmletih orehov; 10 dag; sladkorja; malo; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; ; "Jabolèni nadev naredimo kot za zavitek. Naribana jabolka malo poškropimo z limoninim sokom; da ne oksidirajo; dodamo sladkor in naribano lupino limone. Dodamo"; ; "tudi malo <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>."]
387, [10 dag; masla ali margarine; 10 dag; sladkorja; 4; jajca; 5 dag; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>ženih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>"; 4 žlice; ruma; ; sok ene limone; malo; soli; 10 dag; moke; 25 dag; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>ženih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>"; 2 žlici; sladkorja]
388, [1 kg; moke /najboljše/; 5; rumenjakov; 1; celo jajce; 10 dag; masla; 1 žlica; sladkorja; 4 žlice; ruma ali vina; ; sok in lupina cimone; 2 dl; mlaènega mleka; ; sol; 4 dag; kvasa]
389, [; poljubna kolièina rabarbare; ; sladkor; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilija</a>"; ; sok limone ali pomaranèe]
390, [; mleko v prahu; 50 dkg; kokosove moke; ; mandlji; 25 dkg; margarine ali masla; 45 dkg; sladkorja; ; voda]
391, [; <b>Testo:</b>; 6; beljakov; 30dag; sladkorja; 15 dag; kokos moke; 1; pecilni prašek; ; "sok <span class=""label-inline"">1"; ; <b>Krema:</b>; 6; rumenjakov; 8 žlic; sladkorja; 6 žlic; moke; 2; vanilin sladkorja; 1/2 l; mleka; 25 dag; margarine]
392, [8; jajc; 8; velikih žlic sladkorja; 8; velikih žlic moke; 1; pecilni prašek; "2;5 dcl ; sladke smetane; ; sadje po želji]
393, [1; skodela riža; 3; skodele mleka; 1; jedilna žlica masla; šèepec; soli; 3; rumenjaki; 1; zavitek vanilij sladkorja; ; naribana lupinica ene limone; 2 žlici; rozin namoèenih v rumu; 4; beljaki; malo; soli; ; mašèoba za pekaè]
394, [; <b>za 4 osebe:</b>; 2 skodelici; moke; 2 žlici; sladkorja; 2 žlièki; pecilnega praška; 1 žlièka; soli; 4; jajca ( rumenjaki in beljaki posebej!); 2 skodelici; mleka; 5 žlic; "raztopljene margarine <span class=""label-inline"">1;5 skodelice"]
395, [; <b>TESTO:</b>; 4; jajca; 3 žlice; vode; ; šcepec soli; 18 dag; sladkorja; 1; vanilin sladkor; 10 dag; moke; 10 dag; jedilnega škroba; 1; pecilni prašek; ; par kapljic ruma; ; <b>NADEV:</b>; ; ".<span class=""label-inline"">5 dl"; 1; vanilin sladkor; 2 vreèki; utrjevalca smetane (kremfix); ; nastrgana limonina ali pomaranèna lupina; ; "vložene breskve ali marelice ali mandarine; narezane na kocke"; 5 dag; sladkorja v prahu]
396, [; <b>TESTO:</b>; 4; jajca; 3 žlice; vode; ; šcepec soli; 18 dag; sladkorja; 1; vanilin sladkor; 10 dag; moke; 10 dag; jedilnega škroba; 1; pecilni prašek; ; par kapljic ruma; ; <b>NADEV:</b>; ; ".<span class=""label-inline"">5 dl"; 1; vanilin sladkor; 2 vreèki; utrjevalca smetane (kremfix); ; nastrgana limonina ali pomaranèna lupina; ; "vložene breskve ali marelice ali mandarine; narezane na kocke"; 5 dag; sladkorja v prahu]
397, [2; jajci; 12 dag; margarine ali masla; 15 dag; sladkorja; 2; skodeli mleka; 2; skodeli rožièeve moke; 2; skodeli bele moke]
398, [1; beljak; 14 dag; sladkorja; 14 dag; nastrgane èokolade; 14 dag; kokosove moke ali po okusu mleti orehi; ; rum; ; sladkor v prahu]
399, [4; jajca; 25 dag; sladkorja; 13 dag; margarine; 20 dag; moke; 17 dag; mletih orehov; ; pecilni prašek; dcl; mleka; 20 dag; sladkorja; dcl; vode; dcl; ruma; 10 dag; margarine in èokolade; ; kakav]
400, [; "Sestavine (napisane za torto s tremi plastmi testa; za èetrto plast kolièino vseh sestavin poveèamo za <span class=""label-inline"">1/3"; ; <b>Za testo:</b>; 6; jajc; 6-9 žlièk; vroèe vode; 300 g; sladkorja; 3; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijeve</a> sladkorje"; 225 g; bele moke; 150 g; gustina (jedilnega škroba); 9 g; pecilnega praška; ; <b>Za nadev:</b>; Dve; "konzervi sadja (najbolje je uporabiti breskve; olupljene mandarine ali maline) ter sveže sadje; kot je kivi."; ; Lonèek marmelade (najboljša je marelièna ali gozdni sadeži); ; rum; "7;5 dcl ; sladke smetane; 1 dcl; mleka]
